flow_cfs,flowurl,governing_location,graphurl,lastupdate,lastupdate_age,name,org,stage_ft,stageurl,stationid,stationurl,status,discharge,height,Latitude,Longitude,ObjectId,x,y
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=ATHT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/atht2_hg.png,9/17/2021 10:30:00 PM,1,North Texas Lakes at Lake Athens,NOAA,440,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=ATHT2&output=tabular,NWSATHT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=atht2,,,,32.21056,-95.765,26,-95.7649999998397,32.2105560003713
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=ATIT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/atit2_hg.png,9/17/2021 11:20:00 PM,0,Onion Creek at US 183,NOAA,4.15,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=ATIT2&output=tabular,NWSATIT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=atit2,No Flooding,5.27,5.27,30.17778,-97.68833,27,-97.6883329999664,30.177778000035
230,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=ATOT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/atot2_hg.png,9/17/2021 11:15:00 PM,1,Neches River at Alto,NOAA,4.28,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=ATOT2&output=tabular,NWSATOT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=atot2,No Flooding,7.15,7.15,31.57917,-95.16528,28,-95.1652780003565,31.5791670000661
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=AYIT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/ayit2_hg.png,9/17/2021 11:15:00 PM,1,Ayish Bayou at San Augustine,NOAA,2.96,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=AYIT2&output=tabular,NWSAYIT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=ayit2,No Flooding,2.94,2.94,31.39611,-94.15083,29,-94.1508329997975,31.3961109999904
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BABT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/babt2_hg.png,9/17/2021 11:12:00 PM,1,Gulf of Mexico Tide Gauge at Baffin Bay,NOAA,0.95,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BABT2&output=tabular,NWSBABT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=babt2,No Flooding,,,27.28528,-97.40083,30,-97.4008329999939,27.2852780002724
420,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BACT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bact2_hg.png,9/17/2021 11:15:00 PM,1,Colorado River (TX) at Bay City,NOAA,3.47,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BACT2&output=tabular,NWSBACT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=bact2,No Flooding,2.64,2.64,28.97389,-96.01222,31,-96.0122220002629,28.9738890002376
580,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BAKT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bakt2_hg.png,9/17/2021 11:30:00 PM,0,Buffalo Bayou at Barker Reservoir,NOAA,70.58,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BAKT2&output=tabular,NWSBAKT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=bakt2,No Flooding,,,29.76972,-95.64694,32,-95.6469439998854,29.7697220003182
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BAMT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bamt2_hg.png,9/17/2021 11:30:00 PM,0,Elm Creek (Colorado Basin WCTX) at Ballinger,NOAA,3.87,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BAMT2&output=tabular,NWSBAMT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=bamt2,No Flooding,24.6,24.6,31.74917,-99.9475,33,-99.9475000003529,31.7491670000783
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BAPT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bapt2_hg.png,9/17/2021 11:30:00 PM,0,Blanco River at Crabapple Road,NOAA,0.64,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BAPT2&output=tabular,NWSBAPT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=bapt2,No Flooding,0.6,0.6,30.1025,-98.51056,34,-98.5105560001594,30.102500000129
1120,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BAWT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bawt2_hg.png,9/17/2021 10:30:00 PM,1,Brazos River at San Felipe,NOAA,93.51,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BAWT2&output=tabular,NWSBAWT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=bawt2,No Flooding,95.17,95.17,29.80833,-96.09556,35,-96.0955559998517,29.8083329996203
10,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BBAT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bbat2_hg.png,9/17/2021 11:30:00 PM,0,Bear Creek at Barker,NOAA,97.1,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BBAT2&output=tabular,NWSBBAT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=bbat2,No Flooding,609,609,29.83056,-95.68667,36,-95.686666999591,29.8305560001252
910,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BBST2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bbst2_hg.png,9/17/2021 11:30:00 PM,0,Buffalo Bayou at Shepherd Drive,NOAA,4.05,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BBST2&output=tabular,NWSBBST2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=bbst2,No Flooding,2.04,2.04,29.76,-95.40833,37,-95.4083330000442,29.7599999998597
410,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BBZT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bbzt2_hg.png,9/17/2021 11:15:00 PM,1,Brazos River at Bryan,NOAA,7.88,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BBZT2&output=tabular,NWSBBZT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=bbzt2,No Flooding,11.66,11.66,30.62667,-96.54389,38,-96.5438890001588,30.6266670000239
200,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCAT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bcat2_hg.png,9/17/2021 11:00:00 PM,1,North Texas Lakes at Lake Amon Carter,NOAA,920.51,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCAT2&output=tabular,NWSBCAT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=bcat2,,,,33.47417,-97.86278,39,-97.862778000223,33.4741670002439
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCCT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bcct2_hg.png,9/17/2021 11:20:00 PM,0,Barton Creek at Barton Springs,NOAA,1.66,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCCT2&output=tabular,NWSBCCT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=bcct2,,,,30.26333,-97.77194,40,-97.7719439995647,30.2633330003083
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCDT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bcdt2_hg.png,9/17/2021 11:30:00 PM,0,Bear Creek at Route 1826 at Driftwood,NOAA,3.22,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCDT2&output=tabular,NWSBCDT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=bcdt2,,,,30.15528,-97.93972,41,-97.9397220002266,30.1552780003118
20,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCIT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bcit2_hg.png,9/17/2021 11:20:00 PM,0,Brushy Creek at I-35 Round Rock,NOAA,3.47,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCIT2&output=tabular,NWSBCIT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=bcit2,,,,30.51278,-97.68639,42,-97.6863889998775,30.5127780003636
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCMT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bcmt2_hg.png,9/17/2021 11:10:00 PM,1,Bear Creek at Spillar Ranch Road,NOAA,0.92,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCMT2&output=tabular,NWSBCMT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=bcmt2,,,,30.16361,-97.90694,43,-97.9069439999501,30.1636110000606
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCNT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bcnt2_hg.png,9/17/2021 11:15:00 PM,1,Big Creek at Needville,NOAA,2.53,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCNT2&output=tabular,NWSBCNT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=bcnt2,No Flooding,2.35,2.35,29.47191,-95.80301,44,-95.8030069999603,29.4719080003879
16300,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCRT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bcrt2_hg.png,9/17/2021 10:45:00 PM,1,West Central Texas Lakes at Brady Creek Reservoir,NOAA,1736.32,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCRT2&output=tabular,NWSBCRT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=bcrt2,No Flooding,,,31.13806,-99.38528,45,-99.3852779999287,31.138056000126
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCWT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bcwt2_hg.png,9/17/2021 11:20:00 PM,0,Boggy Creek at Webberville Road,NOAA,0.47,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BCWT2&output=tabular,NWSBCWT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=bcwt2,,,,30.26306,-97.7125,46,-97.7124999996609,30.2630559997383
10,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BDAT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bdat2_hg.png,9/17/2021 10:45:00 PM,1,Medina River at Bandera,NOAA,3.2,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BDAT2&output=tabular,NWSBDAT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=bdat2,No Flooding,17.9,17.9,29.72361,-99.06973,47,-99.069722000259,29.7236109999172
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BDUT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bdut2_hg.png,9/17/2021 11:00:00 PM,1,Onion Creek at Buda,NOAA,1.87,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BDUT2&output=tabular,NWSBDUT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=bdut2,No Flooding,,,30.08667,-97.84861,48,-97.8486109995589,30.0866669998735
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BDWT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bdwt2_hg.png,9/17/2021 11:30:00 PM,0,North Texas Lakes at Bardwell Lake,NOAA,420.65,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BDWT2&output=tabular,NWSBDWT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=bdwt2,,,,32.25333,-96.64389,49,-96.6438890003445,32.2533329997964
10700,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BEAT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/beat2_hg.png,8/8/2021 12:05:00 PM,972,Neches River at Beaumont,NOAA,2,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BEAT2&output=tabular,NWSBEAT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=lch&gage=beat2,No Flooding,,,30.13306,-94.09639,50,-94.0963890003073,30.1330559997924
280,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BEKT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bekt2_hg.png,9/17/2021 10:45:00 PM,1,Sabine River at Beckville,NOAA,7.34,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BEKT2&output=tabular,NWSBEKT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=bekt2,No Flooding,7.95,7.95,32.32722,-94.35333,51,-94.3533329999266,32.327221999778
10,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BEMT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bemt2_hg.png,9/17/2021 10:30:00 PM,1,Mill Creek at Bellville,NOAA,3.01,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BEMT2&output=tabular,NWSBEMT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=bemt2,No Flooding,,,29.88083,-96.205,52,-96.2050000002975,29.8808329996467
390,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BENT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bent2_hg.png,9/17/2021 10:45:00 PM,1,South Wichita River at Benjamin,NOAA,8.01,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BENT2&output=tabular,NWSBENT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=bent2,,,,33.64426,-99.80093,53,-99.8009250000208,33.6442570001174
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BEST2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/best2_hg.png,9/17/2021 11:30:00 PM,0,Bear Creek at FM 2722 nr Sattler,NOAA,1.73,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BEST2&output=tabular,NWSBEST2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=best2,,,,29.80833,-98.23028,54,-98.2302779996254,29.8083329996203
90,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BFST2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/bfst2_hg.png,9/17/2021 11:30:00 PM,0,Blanco River at Fischer Store Rd near Fischer,NOAA,3.58,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=BFST2&output=tabular,NWSBFST2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=bfst2,No Flooding,3.22,3.22,30.00058,-98.20036,55,-98.2003609996798,30.0005829996999
